latitude,longitude,label,data_source,elevation_m,slope_deg,historical_incidents_5yr
24.8669,92.3576,1,NASA_COOLR,23.0,0.2289278327987684,0
25.7428,93.9136,1,NASA_COOLR,481.0,12.279407061361598,5
23.3572,92.7878,1,NASA_COOLR,1372.0,10.625926500947552,1
25.61560252,94.11603493,1,NASA_COOLR,1636.0,17.15366664961568,21
26.4333,94.8833,1,NASA_COOLR,554.0,19.321521510723915,2
26.1314,91.7548,1,NASA_COOLR,74.0,2.5349163174295035,36
26.1699,94.4922,1,NASA_COOLR,1174.0,10.352276374011387,8
27.2333,94.1167,1,NASA_COOLR,89.0,1.1148094888597788,2
24.1293,92.6921,1,NASA_COOLR,825.0,4.3464312189248515,2
25.03561729,94.0144205,1,NASA_COOLR,876.0,6.690909632650952,2
25.3833,94.1884,1,NASA_COOLR,1680.0,11.941964131666174,11
26.1666,91.7042,1,NASA_COOLR,236.0,8.343085279054002,32
26.0977,94.7031,1,NASA_COOLR,1735.0,31.397495185352923,5
25.48,94.1383,1,NASA_COOLR,1704.0,9.010327561675163,18
24.7979,92.9974,1,NASA_COOLR,28.0,0.3232637533264392,1
26.1044,91.7082,1,NASA_COOLR,54.0,1.121045895124419,32
24.9336,93.8275,1,NASA_COOLR,1028.0,12.21327717690699,2
26.4205,94.9731,1,NASA_COOLR,699.0,7.48657795165149,2
27.1034,93.6885,1,NASA_COOLR,147.0,1.0605151174867922,8
27.4888,93.0153,1,NASA_COOLR,519.0,12.685723604292484,1
23.899,94.1434,1,NASA_COOLR,269.0,5.426736737120579,2
25.0118,94.3136,1,NASA_COOLR,1393.0,5.38575117637964,4
28.1193,95.1645,1,NASA_COOLR,769.0,22.86346974807651,0
25.1019,93.3729,1,NASA_COOLR,1137.0,2.770389305456435,1
27.3773,88.559,1,NASA_COOLR,3060.0,26.5299146892193,9
26.2363,94.8133,1,NASA_COOLR,1558.0,6.958026898060661,3
25.6278,94.1051,1,NASA_COOLR,1532.0,20.219036286201113,17
23.74182634,92.7141905,1,NASA_COOLR,937.0,26.809359244524476,12
23.0137,91.7174,1,NASA_COOLR,31.0,2.2743366543517567,0
27.3765,88.7628,1,NASA_COOLR,3048.0,23.693567836512695,7
26.222,94.9152,1,NASA_COOLR,1767.0,27.461165262486034,3
26.0137,94.5163,1,NASA_COOLR,1720.0,12.3817330770383,7
26.1407,91.7645,1,NASA_COOLR,63.0,1.1221518335890117,36
24.808,93.117,1,NASA_COOLR,40.0,0.4234387545877076,1
25.5114,90.215,1,NASA_COOLR,309.0,6.62651136540731,5
25.8877,94.7861,1,NASA_COOLR,1171.0,4.984936494632007,1
25.6623,94.1072,1,NASA_COOLR,1382.0,10.29024663468495,17
25.9611,91.3681,1,NASA_COOLR,186.0,2.987456575530519,0
24.7339,93.9161,1,NASA_COOLR,884.0,6.857990872000191,5
26.1978,91.7665,1,NASA_COOLR,79.0,3.6360665783693626,35
24.819,94.3551,1,NASA_COOLR,1607.0,24.875216758235833,1
25.463,92.2121,1,NASA_COOLR,1383.0,3.205391671197575,2
24.9111,94.4759,1,NASA_COOLR,1845.0,27.408994101924527,1
27.8458,95.2253,1,NASA_COOLR,134.0,0.37189738291746965,0
23.8986,91.7599,1,NASA_COOLR,191.0,2.11759299734972,0
25.5265,93.8673,1,NASA_COOLR,1377.0,21.38632809695617,3
26.1062,91.8717,1,NASA_COOLR,247.0,14.173764970338278,28
25.4788,94.1399,1,NASA_COOLR,1653.0,13.994476439747093,16
25.5006,90.0896,1,NASA_COOLR,50.0,2.3497342022390217,5
26.1662,91.7138,1,NASA_COOLR,127.0,18.291874236267454,32
25.8376,94.5234,1,NASA_COOLR,803.0,4.225871416995935,0
26.0481,94.4619,1,NASA_COOLR,857.0,23.799137700620097,8
26.1324,91.8342,1,NASA_COOLR,70.0,6.968744120565626,33
27.1748,88.6458,1,NASA_COOLR,2725.0,33.074591468942614,3
25.8702,94.7844,1,NASA_COOLR,1144.0,3.9951139679664514,1
26.0214,94.5224,1,NASA_COOLR,1634.0,19.08972739535265,7
24.7459,93.4251,1,NASA_COOLR,771.0,11.864769005938141,7
25.2568,92.3825,1,NASA_COOLR,799.0,9.358413397806757,3
26.1295,91.7056,1,NASA_COOLR,143.0,3.8887006545213305,32
27.167,88.3652,1,NASA_COOLR,2709.0,20.461257063642872,9
25.5718,94.1211,1,NASA_COOLR,1629.0,8.14775908451474,21
26.1807,94.5497,1,NASA_COOLR,1660.0,18.891361993700222,9
27.3746,88.7648,1,NASA_COOLR,3056.0,20.810900071039807,6
26.1963,91.8074,1,NASA_COOLR,177.0,6.5984381607839095,32
25.6633,94.4703,1,NASA_COOLR,1445.0,4.361707034392364,0
26.99195749,88.42280921,1,NASA_COOLR,1847.0,31.956328574580162,3
26.159,91.8178,1,NASA_COOLR,69.0,5.6349764874679655,35
26.3333,91.25,1,NASA_COOLR,42.0,0.12464341325821394,0
26.72,95.029,1,NASA_COOLR,688.0,4.761545544130662,3
25.4192,94.108,1,NASA_COOLR,1390.0,8.895267534106814,15
27.3736,88.7323,1,NASA_COOLR,3115.0,19.06734091650589,12
25.1718,93.123,1,NASA_COOLR,729.0,9.243633057118872,5
25.426,94.6024,1,NASA_COOLR,1343.0,11.940849924740203,0
26.0093,94.5238,1,NASA_COOLR,1805.0,12.136362405459836,7
27.1614,93.7525,1,NASA_COOLR,152.0,2.951465563766427,6
26.1868,91.6739,1,NASA_COOLR,51.0,0.46445445437036587,30
25.51614662,94.2341227,1,NASA_COOLR,1650.0,20.820925958085844,8
26.5836,93.0038,1,NASA_COOLR,73.0,0.29613097368486746,0
25.1333,93.9667,1,NASA_COOLR,1012.0,2.9900516474727805,3
25.5576,91.8506,1,NASA_COOLR,1684.0,2.068372045511069,3
25.0634,94.3415,1,NASA_COOLR,1783.0,15.663890179459464,3
24.837,93.9128,1,NASA_COOLR,787.0,3.3095816890003413,5
27.1499,88.38,1,NASA_COOLR,3005.0,23.2093339147313,8
27.1954,88.6115,1,NASA_COOLR,2251.0,35.65493170757142,10
27.1032,93.6884,1,NASA_COOLR,147.0,1.0605151174867922,8
25.4916,91.2698,1,NASA_COOLR,1493.0,3.320948631704406,1
27.163,94.0,1,NASA_COOLR,94.0,0.11233912306952235,2
26.1619,91.7697,1,NASA_COOLR,55.0,0.5630781058916313,35
25.0604,93.9877,1,NASA_COOLR,1546.0,10.27046964201786,2
25.0951,92.3567,1,NASA_COOLR,236.0,24.984008712802414,3
27.2743,92.9064,1,NASA_COOLR,645.0,11.439128157055148,0
25.7238,89.9032,1,NASA_COOLR,38.0,3.420491934651679,0
24.9849,92.8411,1,NASA_COOLR,251.0,2.893836997066224,4
25.5007,93.9854,1,NASA_COOLR,1444.0,20.486779150810207,10
24.3069,93.125,1,NASA_COOLR,761.0,14.80516599960638,0
25.6263,94.1057,1,NASA_COOLR,1517.0,13.744044619566852,18
28.1737,94.7596,1,NASA_COOLR,563.0,19.9171768573969,0
27.0869,93.6086,1,NASA_COOLR,315.0,5.797458836679768,5
23.8447,93.0514,1,NASA_COOLR,1110.0,21.322018376446266,0
25.5772,91.8666,1,NASA_COOLR,1474.0,4.1173624868465994,3
25.5498,92.0757,1,NASA_COOLR,1260.0,5.426669560670367,0
24.8142,93.5444,1,NASA_COOLR,537.0,24.109411885382265,10
27.3425,88.2426,1,NASA_COOLR,2569.0,36.676432081001174,2
25.0477,92.801,1,NASA_COOLR,197.0,16.621871200368926,4
25.70223725,94.04619681,1,NASA_COOLR,1020.0,12.75704533384643,18
26.3185,94.5247,1,NASA_COOLR,1163.0,13.271739521924658,6
26.1844,91.7896,1,NASA_COOLR,61.0,1.067979227210473,35
24.2451,94.0691,1,NASA_COOLR,1289.0,24.874103690686848,3
25.6237,94.1136,1,NASA_COOLR,1631.0,22.280185945920284,21
27.1675,88.3651,1,NASA_COOLR,2732.0,20.6206704783295,9
24.4072,94.0644,1,NASA_COOLR,1152.0,19.27501710726786,4
23.7527,92.694,1,NASA_COOLR,794.0,14.161530250060952,12
26.138,94.25,1,NASA_COOLR,1024.0,9.801903515753697,2
23.9939,94.0573,1,NASA_COOLR,971.0,3.6301318478064917,3
26.49349035,91.72137514,1,NASA_COOLR,62.0,0.48300365199951284,0
25.67,94.1066,1,NASA_COOLR,1447.0,7.1895959070893305,17
24.9356,93.8443,1,NASA_COOLR,855.0,1.8649955925690547,2
24.7543,93.5039,1,NASA_COOLR,405.0,12.031796692830005,9
23.7131,92.7362,1,NASA_COOLR,901.0,12.202273414540665,12
26.3897,94.9439,1,NASA_COOLR,531.0,12.832281544927538,2
25.1416,92.3807,1,NASA_COOLR,160.0,13.088610551438212,4
23.73478778,92.72124394,1,NASA_COOLR,980.0,18.480867704238086,12
26.1961,91.7825,1,NASA_COOLR,124.0,7.888775260850892,35
25.0728,92.3636,1,NASA_COOLR,125.0,12.938982356031161,3
27.172,88.5292,1,NASA_COOLR,2843.0,14.078556279631787,4
23.7313,92.7187,1,NASA_COOLR,1041.0,17.02687942079177,12
25.1604,93.6795,1,NASA_COOLR,1098.0,11.241056897358513,1
27.337,88.609,1,NASA_COOLR,2465.0,30.604546062738308,12
27.322,88.6087,1,NASA_COOLR,2428.0,19.09637285186378,12
28.4298,95.8776,1,NASA_COOLR,512.0,7.834015057542832,1
24.5204,92.7264,1,NASA_COOLR,46.0,0.2666196926527292,1
27.0136,92.6351,1,NASA_COOLR,221.0,2.159962242898302,0
27.0998,93.6287,1,NASA_COOLR,403.0,5.061600494975735,7
26.1771,91.7599,1,NASA_COOLR,76.0,1.5679750875273721,35
26.9986,95.4993,1,NASA_COOLR,656.0,8.256830184666347,0
25.7713,93.8067,1,NASA_COOLR,237.0,5.469899087618136,2
27.8837,93.0515,1,NASA_COOLR,1559.0,32.10012707831832,0
27.05374234,88.42572376,1,NASA_COOLR,3212.0,14.261264350171857,8
24.8063,93.9482,1,NASA_COOLR,784.0,0.17625393035389716,5
22.7176,92.8416,1,NASA_COOLR,735.0,11.328490699609436,0
27.7,92.8,1,NASA_COOLR,2446.0,12.674074126832576,0
25.5098,93.8794,1,NASA_COOLR,1643.0,11.890892793298239,3
24.8628,94.4182,1,NASA_COOLR,893.0,21.744700381973306,2
24.9786,93.5027,1,NASA_COOLR,1310.0,15.610096184032981,8
25.2946,92.8339,1,NASA_COOLR,889.0,11.215207775902448,0
26.1226,91.7162,1,NASA_COOLR,80.0,15.554313142076992,32
25.583,91.893,1,NASA_COOLR,1453.0,1.6354754452722586,3
24.6005,92.3814,1,NASA_COOLR,90.0,2.1986630355035732,1
27.5799,91.8569,1,NASA_COOLR,2747.0,22.71073129981224,3
27.5754,91.9754,1,NASA_COOLR,2425.0,21.730530446390876,3
27.44,92.2833,1,NASA_COOLR,2614.0,13.749974780829765,1
26.2083,94.5438,1,NASA_COOLR,1477.0,13.770653920880207,9
24.6596,93.9784,1,NASA_COOLR,778.0,0.23012883271403822,4
25.8266,94.1497,1,NASA_COOLR,1396.0,10.695323100834445,4
26.1768,91.7702,1,NASA_COOLR,102.0,12.165003602316547,35
27.8997,93.3497,1,NASA_COOLR,872.0,6.889561686925093,0
27.0816,88.4397,1,NASA_COOLR,2888.0,9.789459632102465,10
23.7281,92.7175,1,NASA_COOLR,1081.0,12.310558746889427,12
25.16,93.686,1,NASA_COOLR,1032.0,29.555013181788986,1
25.3433,92.2897,1,NASA_COOLR,1204.0,1.5460615919681575,3
27.5798729,91.85672387,1,NASA_COOLR,2747.0,22.71073129981224,3
26.1016,91.6906,1,NASA_COOLR,105.0,12.465599273636084,30
24.2315,92.6755,1,NASA_COOLR,678.0,3.660009550561744,1
26.1965,91.763,1,NASA_COOLR,93.0,2.7115675858567028,34
26.1028,91.8806,1,NASA_COOLR,127.0,12.621053693811474,24
26.0838,94.564,1,NASA_COOLR,1827.0,17.178817081253058,11
24.042,92.6724,1,NASA_COOLR,810.0,7.495729881477859,1
27.125,93.7145,1,NASA_COOLR,132.0,0.4848891987802253,8
28.8254,96.1509,1,NASA_COOLR,3638.0,25.33953818803942,1
24.416,94.0984,1,NASA_COOLR,1375.0,19.419417718583663,4
25.4786,94.1327,1,NASA_COOLR,1761.0,7.863477077913806,18
25.8782,94.1739,1,NASA_COOLR,1344.0,13.954696297193529,3
27.1695,88.3664,1,NASA_COOLR,2765.0,19.49099790187133,9
25.0318,92.4584,1,NASA_COOLR,83.0,8.682674515657618,3
28.611,94.9829,1,NASA_COOLR,1680.0,34.6156067960113,0
23.5397,93.3783,1,NASA_COOLR,1575.0,21.877649126032008,0
26.1049,91.7369,1,NASA_COOLR,161.0,9.249739555278197,36
28.8254,96.1517,1,NASA_COOLR,3598.0,22.71465212878888,1
27.36,93.0385,1,NASA_COOLR,402.0,2.3780703155083494,1
26.1309,91.8383,1,NASA_COOLR,108.0,10.431206914888168,32
28.3036,95.4112,1,NASA_COOLR,1829.0,35.18879250698907,1
25.1555,93.8474,1,NASA_COOLR,1409.0,20.33486783943851,1
25.2745,94.0212,1,NASA_COOLR,1070.0,4.647456611674375,3
23.73504471,92.71060943,1,NASA_COOLR,936.0,6.906538067644916,12
25.0888,92.8551,1,NASA_COOLR,252.0,7.438802116929218,4
27.3392,88.6188,1,NASA_COOLR,2526.0,36.30577598237866,13
26.048,91.8695,1,NASA_COOLR,84.0,1.8832067844903964,13
23.3439,93.0748,1,NASA_COOLR,1321.0,30.18126408477792,0
25.5084,90.2191,1,NASA_COOLR,327.0,8.249401113945101,5
26.7103,94.693,1,NASA_COOLR,692.0,8.81379496121371,0
27.3543,88.6428,1,NASA_COOLR,2867.0,11.817707786357172,13
24.7679,93.4108,1,NASA_COOLR,514.0,18.32040076313989,7
25.72,94.6219,1,NASA_COOLR,1697.0,28.238616145247928,0
26.0101,94.5282,1,NASA_COOLR,1710.0,21.461738153206984,7
25.682,94.1076,1,NASA_COOLR,1444.0,12.037040664057033,18
23.7348,92.7187,1,NASA_COOLR,1045.0,16.192650111816974,12
25.2193,90.5549,1,NASA_COOLR,274.0,1.3772583639888427,1
27.5748,91.8644,1,NASA_COOLR,2693.0,8.63209802372665,3
25.318,94.0441,1,NASA_COOLR,1000.0,8.479590744145845,9
24.7016,93.5291,1,NASA_COOLR,662.0,19.712414823168547,8
25.0633,92.8025,1,NASA_COOLR,96.0,11.921904213254296,4
25.6703,94.1095,1,NASA_COOLR,1457.0,8.061663286658566,17
25.705,94.04,1,NASA_COOLR,1041.0,14.017306930097394,18
26.3186,94.5121,1,NASA_COOLR,1249.0,13.858283207809565,5
25.1122,94.3591,1,NASA_COOLR,1847.0,11.76843288332918,4
28.9986,94.8885,1,NASA_COOLR,599.0,3.8721287756928393,0
26.7215,95.0283,1,NASA_COOLR,713.0,7.086384574142764,3
27.2872,88.2816,1,NASA_COOLR,3017.0,27.049340093002606,6
23.7365,92.7146,1,NASA_COOLR,1056.0,15.359887976578785,12
23.7705,92.5217,1,NASA_COOLR,75.0,4.377955893830775,0
26.1498,94.6055,1,NASA_COOLR,1734.0,25.203240678285724,8
26.148,94.8422,1,NASA_COOLR,1490.0,25.107732855097108,6
25.5144,90.2167,1,NASA_COOLR,317.0,5.148220404965061,5
25.52,91.27,1,NASA_COOLR,1348.0,7.781692792873504,1
26.1964,91.7652,1,NASA_COOLR,78.0,2.460142773992596,35
24.4265,94.1913,1,NASA_COOLR,1306.0,7.676056522752959,4
23.72988966,92.71495623,1,NASA_COOLR,986.0,22.89988898305154,12
26.1833,91.8,1,NASA_COOLR,67.0,1.1312881070322793,34
27.1667,88.35,1,NASA_COOLR,2709.0,20.461257063642872,9
25.9702,91.8587,1,NASA_COOLR,283.0,7.036652891503098,5
27.339,88.6065,1,NASA_COOLR,2526.0,36.30577598237866,12
25.4993,94.1192,1,NASA_COOLR,1947.0,17.83404115935209,22
25.5212,90.232,1,NASA_COOLR,561.0,15.76024210135297,5
23.9278,94.0906,1,NASA_COOLR,939.0,5.081061607270016,3
24.9667,93.55,1,NASA_COOLR,572.0,13.604403978769055,8
25.1775,93.0123,1,NASA_COOLR,661.0,12.405418062126992,3
25.3056,93.1265,1,NASA_COOLR,319.0,3.660262610388622,2
25.1941,94.4481,1,NASA_COOLR,1733.0,6.757203755820074,4
25.4196,94.1054,1,NASA_COOLR,1416.0,12.584521168721006,15
25.83,94.13,1,NASA_COOLR,1019.0,8.248491694844855,5
24.9926,93.4946,1,NASA_COOLR,1143.0,9.746402419860509,8
23.4495,92.8112,1,NASA_COOLR,888.0,19.791387457597203,1
24.7992,93.948,1,NASA_COOLR,782.0,0.3300200402700899,5
26.1665,91.7049,1,NASA_COOLR,242.0,6.405603621025444,32
26.3335,94.5512,1,NASA_COOLR,1368.0,5.82257420427975,5
24.954,94.2156,1,NASA_COOLR,936.0,10.840985148830768,1
25.1796,93.0083,1,NASA_COOLR,689.0,7.544095283343805,3
25.4379,94.1162,1,NASA_COOLR,1488.0,18.98453814648624,17
25.7055,94.0132,1,NASA_COOLR,1461.0,16.312852085736036,18
27.3034,93.804,1,NASA_COOLR,711.0,26.864588699855144,0
28.3092,95.4149,1,NASA_COOLR,1857.0,38.139515863621305,1
25.9466,94.6279,1,NASA_COOLR,1383.0,25.215615281905745,5
25.2269,93.1658,1,NASA_COOLR,397.0,0.6577177294063461,2
26.7225,95.0281,1,NASA_COOLR,703.0,5.115005881421439,3
24.3481,94.1146,1,NASA_COOLR,1006.0,1.093236149279115,6
26.1468,91.6469,1,NASA_COOLR,61.0,10.078612762608106,24
25.3612,92.2845,1,NASA_COOLR,1225.0,2.525335057653595,3
24.6108,92.562,1,NASA_COOLR,31.0,1.8428509774985864,1
25.7354,90.3852,1,NASA_COOLR,334.0,1.2484683975059627,0
25.8143,90.5763,1,NASA_COOLR,64.0,2.270236069211179,0
25.63961883,94.11112157,1,NASA_COOLR,1503.0,16.246640656262368,17
24.5308,92.5121,1,NASA_COOLR,65.0,2.060819341006137,3
27.2676,88.2891,1,NASA_COOLR,2618.0,20.290341475609612,7
23.7269,92.7265,1,NASA_COOLR,849.0,13.485286831026679,12
25.3908,94.0926,1,NASA_COOLR,1313.0,5.554758191049879,15
24.0896,91.4663,1,NASA_COOLR,109.0,2.013460724475161,0
26.1966,91.802,1,NASA_COOLR,104.0,8.040117643971397,33
25.4749,93.1477,1,NASA_COOLR,151.0,2.5260596011080065,1
26.1097,91.7747,1,NASA_COOLR,59.0,1.2159015855398456,36
26.2753,94.6654,1,NASA_COOLR,1146.0,22.217097676174475,6
26.1001,91.6849,1,NASA_COOLR,90.0,14.872400188483255,27
28.235,94.9612,1,NASA_COOLR,314.0,31.91047193844244,0
26.1699,91.7986,1,NASA_COOLR,145.0,5.538095849725695,35
27.804670364169723,92.57214907826436,0,pseudo_absence_sampling,4624.0,25.330044597205717,0
28.43948439933537,94.38157620341555,0,pseudo_absence_sampling,2278.0,16.700836319063548,0
22.70633010915737,96.3293564614573,0,pseudo_absence_sampling,1183.0,21.304416553089567,0
27.708547764927648,95.00245013693868,0,pseudo_absence_sampling,108.0,0.1566289768061463,0
22.960852245066594,92.65270156526897,0,pseudo_absence_sampling,557.0,19.568530148257224,0
24.78098518174436,95.98735492194021,0,pseudo_absence_sampling,571.0,4.828843252566236,0
26.828988400604985,95.25933129289581,0,pseudo_absence_sampling,751.0,19.756706154552166,0
25.325606491204983,91.09067105249343,0,pseudo_absence_sampling,326.0,4.518629873421847,0
26.159385902618762,89.94672079272922,0,pseudo_absence_sampling,47.0,0.3549105926337292,0
28.207233789944365,93.92165079385445,0,pseudo_absence_sampling,1591.0,40.120927943792665,0
27.685658050640303,91.98168177690908,0,pseudo_absence_sampling,4137.0,21.090984942696824,1
29.280235182961775,95.75184784925538,0,pseudo_absence_sampling,4469.0,27.486682597382927,0
27.837876228053215,90.86247095496377,0,pseudo_absence_sampling,4847.0,26.35517723250526,0
25.500407527952756,89.8066263605106,0,pseudo_absence_sampling,23.0,0.31844553506426115,0
23.15717119050661,94.28134267269718,0,pseudo_absence_sampling,243.0,9.545420990091957,0
27.58571616930863,96.27256812703948,0,pseudo_absence_sampling,496.0,10.494872715921836,0
24.44369018603614,92.09321794224408,0,pseudo_absence_sampling,142.0,5.878896174884876,0
25.52166858456856,90.82629951359,0,pseudo_absence_sampling,315.0,4.090492777736221,0
22.974411290016036,92.82993448358154,0,pseudo_absence_sampling,819.0,8.082040577788469,0
23.70182011788163,94.18869796277757,0,pseudo_absence_sampling,192.0,0.45789127276186603,0
25.27863939154248,95.32874737240486,0,pseudo_absence_sampling,165.0,3.8785693985178415,0
27.25198826501687,91.68656648967429,0,pseudo_absence_sampling,4085.0,6.763332824540994,0
28.241948510464006,95.13335050247761,0,pseudo_absence_sampling,1192.0,18.662834580396904,1
24.906087842726308,91.51829672751171,0,pseudo_absence_sampling,8.0,0.3170980257735482,0
27.11871627981232,90.47826738526517,0,pseudo_absence_sampling,2251.0,25.63064792256208,0
23.499311518563314,89.55153588825704,0,pseudo_absence_sampling,11.0,0.20927402553196486,0
27.901932831266038,94.15395599614422,0,pseudo_absence_sampling,1542.0,3.433848596744194,1
27.28874033969751,94.96510321715377,0,pseudo_absence_sampling,105.0,0.24941710878959203,0
25.44186831653755,93.48118837167026,0,pseudo_absence_sampling,600.0,8.054803318802698,1
23.04847748595743,90.30171051475182,0,pseudo_absence_sampling,5.0,0.7758979788276167,0
27.01302221342854,92.79767344300193,0,pseudo_absence_sampling,129.0,0.7481061065134708,0
26.239270798608917,94.85499200191218,0,pseudo_absence_sampling,1824.0,30.33378400268948,4
26.760387400004433,93.37505580460598,0,pseudo_absence_sampling,64.0,0.9412440531556157,0
26.1940537055906,91.62765068643829,0,pseudo_absence_sampling,49.0,0.5026249248698688,22
22.231133759259546,92.55702172462654,0,pseudo_absence_sampling,487.0,24.79240062546172,0
23.609385046146468,92.35970050607246,0,pseudo_absence_sampling,315.0,7.143065236330309,0
28.400523049511246,91.13757640105739,0,pseudo_absence_sampling,5594.0,32.07660841297262,0
